date,plant_stand,precip,temp,hail,crop_hist,area_damaged,severity,seed_tmt,germination,leaves,lodging,stem_cankers,canker_lesion,fruiting_bodies,external_decay,mycelium,int_discolor,sclerotia,fruit_pods,roots,Class
0.6666666666666666,0.0,1.0,0.5,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.8333333333333334,0.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.0,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.6666666666666666,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.8333333333333334,0.0,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.0,1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.6666666666666666,0.0,0.0,0.5,0.0,0.6666666666666666,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.8333333333333334,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.5,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.6666666666666666,0.0,0.0,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.5,0.0,0.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.8333333333333334,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.8333333333333334,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.3333333333333333,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2
0.5,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.5,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.3333333333333333,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,1.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.5,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.3333333333333333,1.0,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.16666666666666666,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.16666666666666666,1.0,1.0,0.5,0.0,0.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.0,1.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.3333333333333333,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.5,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.5,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.5,1.0,0.5,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.16666666666666666,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.16666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.0,1.0,0.5,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.3333333333333333,1.0,0.5,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
0.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,1.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
